22  45
21  56
14  65
16  65
16  74
16  56
20  67
16  64
16  55
28  10
18  58
17  32
15  68
18  56
19  58
29  45
13  68
21  65
16  70
39  6
16  53
20  45
24  35
20  47
18  68
25  67
33  32
25  65
12  64
12  35
27  50
27  62
17  35
